Entry ID,Date,Year,State,Local Government Area,Cases,Deaths,Confirmed,Hospitalised/Treated ,CFR (%),M/F,Age,OCV Delivered,Population,"Cases/100,000","Deaths/100,000",IDP/Displacement,Socio-cultural,Food/Water,Environmental,Rural/Urban,Sanitation & Hygiene,Education,Occupation,Household/Setting,Conflict (Y),Interventions ,Aid,Reference
NGA18-11-4-1,4 Nov,2018,,,342,40,9,,11.696,,,,"195,874,740",0.1746,0.0204,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,28,,,,,,,,"195,874,740",0.0143,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,9,,,,,,,,"195,874,740",0.0046,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,197,,,,,,,,"195,874,740",0.1006,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Edo,,9,,,,,,,,"195,874,740",0.0046,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Gombe,,15,,,,,,,,"195,874,740",0.0077,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,23,,,,,,,,"195,874,740",0.0117,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kwara,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Osun,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Oyo,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,,44,,,,,,,,"195,874,740",0.0225,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,,8,,,,,,,,"195,874,740",0.0041,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-11-11-1,11 Nov,2018,,,175,2,11,,1.143,,,,"195,874,740",0.0893,0.0010,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,12,,,,,,,,"195,874,740",0.0061,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,86,,,,,,,,"195,874,740",0.0439,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Gombe,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,4,,,,,,,,"195,874,740",0.0020,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,32,,,,,,,,"195,874,740",0.0163,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Oyo,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,,36,,,,,,,,"195,874,740",0.0184,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-11-12-1,12 Nov,2018,,,"10,000",175,,,1.750,,,,"195,874,740",5.1053,0.0893,IDP camp,,,,,,,,,Y,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,,,,,,,,,"195,874,740",0.0000,,,,,,,,,,,,,,https://promedmail.org/promed-posts/
,,,Adamawa,,,,,,,,,,"195,874,740",0.0000,,,,,,,,,,,,,,https://promedmail.org/promed-posts/
,,,Yobe,,,,,,,,,,"195,874,740",0.0000,,,,,,,,,,,,,,https://promedmail.org/promed-posts/
NGA18-11-18-1,18 Nov,2018,,,47,2,13,,4.255,,,,"195,874,740",0.0240,0.0010,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,20,,,,,,,,"195,874,740",0.0102,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,7,,,,,,,,"195,874,740",0.0036,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,4,,,,,,,,"195,874,740",0.0020,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kwara,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Osun,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,,13,,,,,,,,"195,874,740",0.0066,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-11-25-1,25 Nov,2018,,,61,0,0,,0.000,,,,"195,874,740",0.0311,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,6,,,,,,,,"195,874,740",0.0031,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,16,,,,,,,,"195,874,740",0.0082,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Cross River,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,17,,,,,,,,"195,874,740",0.0087,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,3,,,,,,,,"195,874,740",0.0015,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Osun,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,,15,,,,,,,,"195,874,740",0.0077,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-11-26-1,26 Nov,2018,Yobe,Gulani,,,,,,,,"68,620",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
NGA18-11-28-1,28 Nov,2018,Borno,Jere,,,,,,,,"374,782",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Kal-Balge,,,,,,,,"51,680",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Maiduguri,,,,,,,,"369,418",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Ngala,,,,,,,,"138,382",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
NGA18-12-2-1,2 Dec,2018,,,62,5,9,,8.065,,,,"195,874,740",0.0317,0.0026,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,9,,,,,,,,"195,874,740",0.0046,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Cross River,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,34,,,,,,,,"195,874,740",0.0174,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,,15,,,,,,,,"195,874,740",0.0077,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Zamfara,Gummi,,,,,,,,"265,860",,,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
NGA18-12-9-1,9 Dec,2018,,,37,3,0,,8.108,,,,"195,874,740",0.0189,0.0015,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,26,,,,,,,,"195,874,740",0.0133,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kaduna,,2,,,,,,,,"195,874,740",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,6,,,,,,,,"195,874,740",0.0031,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kwara,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Yobe,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA18-12-23-1,23 Dec,2018,,,6,0,0,,0.000,,,,"195,874,740",0.0031,0.0000,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,1,,,,,,,,"195,874,740",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,5,,,,,,,,"195,874,740",0.0026,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,Gubio,8,1,0,,12.500,,,,"195,874,740",0.0041,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-1-6-1,6 Jan,2019,Bauchi,Dass,1,0,0,,0.000,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-1-13-1,13 Jan,2019,,,18,0,0,,0.000,,,,"200,963,599",0.0090,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Ebonyi,,9,,,,,,,,"200,963,599",0.0045,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,9,,,,,,,,"200,963,599",0.0045,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-1-20-1,20 Jan,2019,,,29,1,1,,3.448,,,,"200,963,599",0.0144,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,15,,,,,,,,"200,963,599",0.0075,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Edo,,9,,,,,,,,"200,963,599",0.0045,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,9,,,,,,,,"200,963,599",0.0045,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-1-27-1,27 Jan,2019,,,14,3,1,,21.429,,,,"200,963,599",0.0070,0.0015,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Ebonyi,,12,,,,,,,,"200,963,599",0.0060,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-2-3-1,3 Feb,2019,,,7,0,0,,0.000,,,,"200,963,599",0.0035,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Enugu,,1,,,,,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,6,,,,,,,,"200,963,599",0.0030,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-2-10-1,10 Feb,2019,Kano,,14,0,0,,0.000,,,,"200,963,599",0.0070,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-2-17-1,17 Feb,2019,,,33,0,0,,0.000,,,,"200,963,599",0.0164,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,30,,,,,,,,"200,963,599",0.0149,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,3,,,,,,,,"200,963,599",0.0015,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-2-23-1,23 Feb,2019,Bayelsa,,75,6,2,,8.000,,,,"200,963,599",0.0373,0.0030,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-3-3-1,3 Mar,2019,,,34,2,0,,5.882,,,,"200,963,599",0.0169,0.0010,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,28,,,,,,,,"200,963,599",0.0139,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,6,,,,,,,,"200,963,599",0.0030,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-3-10-1,10 Mar,2019,,,5,0,0,,0.000,,,,"200,963,599",0.0025,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Abia,,1,,,,,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,1,,,,,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,3,,,,,,,,"200,963,599",0.0015,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-3-11-1,11 Mar,2019,Bayelsa,,14,,,,,,,,"200,963,599",0.0070,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/cholera-in-wca/regional-updates/268-2019-bulletins/807-cholera-outbreaks-in-central-and-west-africa-2019-regional-update-week-13
,,,Kano,,10,,,,,,,,"200,963,599",0.0050,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/cholera-in-wca/regional-updates/268-2019-bulletins/807-cholera-outbreaks-in-central-and-west-africa-2019-regional-update-week-13
,,,Taraba,,1,,,,,,,,"200,963,599",0.0005,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/cholera-in-wca/regional-updates/268-2019-bulletins/807-cholera-outbreaks-in-central-and-west-africa-2019-regional-update-week-13
NGA19-3-17-1,17 Mar,2019,Bayelsa,,11,1,1, ,9.091,,,,"200,963,599",0.0055,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-3-24-1,24 Mar,2019,,,25,3,1,,12.000,,,,"200,963,599",0.0124,0.0015,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,14,,,,,,,,"200,963,599",0.0070,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,10,,,,,,,,"200,963,599",0.0050,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-3-31-1,31 Mar,2019,,,12,0,2,,0.000,,,,"200,963,599",0.0060,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Abia,,1,,,,,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,6,,,,,,,,"200,963,599",0.0030,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Ebonyi,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,3,,,,,,,,"200,963,599",0.0015,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-3-24-1,24 Mar,2019,Taraba,,1,,,,,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-4-8-1,8 Apr,2019,,,91,4,0,,4.396,,,,"200,963,599",0.0453,0.0020,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Abia,,1,,,,,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,53,,,,,,,,"200,963,599",0.0264,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Cross River,,32,,,,,,,,"200,963,599",0.0159,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-4-15-1,15 Apr,2019,Bayelsa,,6,,,,,,,,"200,963,599",0.0030,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,Kano,,4,,,,,,,,"200,963,599",0.0020,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,Ebonyi,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
NGA19-4-16-1,16 Apr,2019,,,96,0,0,,0.000,,,,"200,963,599",0.0478,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,95,,,,,,,,"200,963,599",0.0473,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Ondo,,1,,,,,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-4-24-1,24 Apr,2019,,,85,0,0,,0.000,,,,"200,963,599",0.0423,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,82,,,,,,,,"200,963,599",0.0408,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Cross River,,1,,,,,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-4-29-1,29 Apr,2019,,,47,0,0,,0.000,,,,"200,963,599",0.0234,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,41,,,,,,,,"200,963,599",0.0204,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,6,,,,,,,,"200,963,599",0.0030,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-5-6-1,6 May,2019,,,12,0,0,,0.000,,,,"200,963,599",0.0060,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,8,,,,,,,,"200,963,599",0.0040,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Ebonyi,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Ondo,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-5-13-1,13 May,2019,,,17,0,0,,0.000,,,,"200,963,599",0.0085,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,4,,,,,,,,"200,963,599",0.0020,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,5,,,,,,,,"200,963,599",0.0025,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,8,,,,,,,,"200,963,599",0.0040,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-5-20-1,20 May,2019,,,26,0,0,,0.000,,,,"200,963,599",0.0129,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Ebonyi,,16,,,,,,,,"200,963,599",0.0080,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,10,,,,,,,,"200,963,599",0.0050,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bayelsa,,16,0,0,,0.000,,,,"200,963,599",0.0080,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-5-27-1,27 May,2019,,Ogbia,7,,,,,,,,"200,963,599",0.0035,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-5-27-2,27 May,2019,,Yenogoa,9,,,,,,,,"200,963,599",0.0045,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-6-3-1,3 Jun,2019,,,15,0,0,,0.000,,,,"200,963,599",0.0075,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-6-4-1,4 Jun,2019,Adamawa,,12,,,,,,,,"200,963,599",0.0060,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-6-5-1,5 Jun,2019,Bayelsa,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-6-6-1,6 Jun,2019,Oyo,,1,,,,,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-6-8-1,8 Jun,2019,Bayelsa,,16,,,,,,,,"200,963,599",0.0080,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Yenogoa,9,,,,,,,,"200,963,599",0.0045,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,,Ogbia,7,,,,,,,,"200,963,599",0.0035,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
NGA19-6-10-1,10 Jun,2019,,,86,1,0,,1.163,,,,"200,963,599",0.0428,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Abia,,4,,,,,,,,"200,963,599",0.0020,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,28,,,,,,,,"200,963,599",0.0139,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Kano,,18,,,,,,,,"200,963,599",0.0090,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,36,,,,,,,,"200,963,599",0.0179,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-6-17-1,17 Jun,2019,,,75,0,0,,0.000,,,,"200,963,599",0.0373,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Abia,,5,,,,,,,,"200,963,599",0.0025,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,55,,,,,,,,"200,963,599",0.0274,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Borno,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,13,,,,,,,,"200,963,599",0.0065,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-6-18-1,18 Jun,2019,Adamawa,,91,1,8,,1.099,60% cases in F,,,"200,963,599",0.0453,0.0005,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Yola North,57,1,,,1.754,,,,"200,963,599",0.0284,0.0005,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Yola South ,1,0,,,0.000,,,,"200,963,599",0.0005,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
,,,,Girei,33,0,,,0.000,,,,"200,963,599",0.0164,,,,,,,,,,,,,,https://www.afro.who.int/health-topics/disease-outbreaks/outbreaks-and-other-emergencies-updates?page=7
NGA19-6-22-1,22 Jun,2019,Adamawa,,28,,,,,,,,"200,963,599",0.0139,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,Abia,,4,,,,,,,,"200,963,599",0.0020,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,Kano,,18,,,,,,,,"200,963,599",0.0090,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
,,,Katsina,,36,,,,,,,,"200,963,599",0.0179,,,,,,,,,,,,,,http://www.plateformecholera.info/index.php/ressources/tools-and-guidelines/ocv-vaccine/874-monitoring-ocv
NGA19-6-24-1,24 Jun,2019,,,64,1,8,,1.563,,,,"200,963,599",0.0318,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,40,,,,,,,,"200,963,599",0.0199,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,24,,,,,,,,"200,963,599",0.0119,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-7-1-1,1 Jul,2019,,,82,1,36,,1.220,,,,"200,963,599",0.0408,0.0005,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,60,,,,,,,,"200,963,599",0.0299,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Bauchi,,2,,,,,,,,"200,963,599",0.0010,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Katsina,,20,,,,,,,,"200,963,599",0.0100,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
NGA19-7-8-1,8 Jul,2019,,,114,0,0,,0.000,,,,"200,963,599",0.0567,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
,,,Adamawa,,63,,,,,,,,"200,963,599",0.0313,,,,,,,,,,,,,,https://ncdc.gov.ng/reports/238/2019-december-week-52
