temp_level,humidity,precipitation,frequency_outbreak_in_area,travel_patterns,mosquito_species,malaria_vectors,vectors_infection_rates,healthcare_availability,healthcare_accessibility,malaria_treatment_success_rates,land_use,mosquito_breeding_sites,stagnant_waters,iot_air_quality,iot_water_quality,presence_of_vegetation,outbreak_threshold
1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0.98771578
1,1,1,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0.518298268
1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,0.829594841
0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,1,0.538477837
1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0.051463095
1,1,0,1,1,3,0,1,1,1,1,1,0,0,1,0,0,0.837752899
0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0.151996756
1,0,0,0,0,2,0,1,1,0,1,0,1,0,1,0,0,0.552343886
1,1,0,0,0,3,1,1,1,1,0,0,1,1,1,1,1,0.747666169
1,0,1,1,0,3,0,1,0,0,1,1,0,1,1,0,0,0.216943312
0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0.927582844
0,0,0,0,1,2,1,1,1,1,1,0,0,1,1,1,1,0.630859223
1,1,0,0,0,3,0,0,0,0,0,1,1,1,1,0,1,0.503705937
0,1,0,0,1,3,0,0,1,1,1,1,1,1,1,0,0,0.784322129
0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0.659346514
1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0.018260735
1,0,0,1,0,3,1,1,0,0,1,0,1,1,0,1,1,0.845239915
1,1,0,0,0,3,0,0,0,1,1,0,0,1,0,1,0,0.057140143
0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,1,1,0.544239577
0,1,1,0,1,3,1,1,1,1,0,1,1,1,0,0,1,0.153993079
1,1,1,1,1,3,0,1,0,1,1,0,0,0,0,1,1,0.604977906
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0.52764497
1,1,1,0,1,2,1,1,1,1,0,1,0,0,1,0,0,0.16618145
1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0.616282229
1,1,0,1,1,3,1,1,1,0,1,0,1,0,1,1,0,0.240988702
0,1,0,1,1,3,0,0,1,0,0,0,0,0,1,1,1,0.781357802
0,0,0,1,1,3,1,1,0,0,0,1,0,1,1,1,0,0.663962388
1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0.5752142
1,1,0,0,1,3,1,0,1,0,1,0,0,1,1,1,0,0.63647201
0,0,1,1,1,3,0,1,0,0,0,0,0,0,0,0,1,0.634689162
0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0.530791406
1,0,1,1,0,3,0,0,0,1,1,1,1,1,0,1,1,0.804598384
1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0.341793079
1,1,1,0,1,3,0,1,1,0,1,1,0,0,1,0,0,0.133212014
0,1,0,0,1,3,1,0,0,0,0,1,1,1,0,1,0,0.727308278
1,0,1,1,1,3,1,0,1,1,0,0,0,0,1,1,1,0.249059074
0,0,1,1,1,3,0,1,1,0,1,0,1,1,0,1,0,0.880245489
0,0,0,0,0,2,1,1,0,1,0,1,0,0,1,1,1,0.222960544
1,1,0,1,1,2,1,0,0,1,0,1,0,0,1,1,0,0.524783227
1,0,0,1,1,3,1,1,0,1,0,0,1,0,1,0,1,0.928481705
1,1,0,0,0,2,0,1,0,0,1,1,0,0,1,0,0,0.774625586
0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0.862120657
0,1,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0.225960201
1,0,1,0,0,3,1,0,0,0,1,0,0,1,1,0,1,0.699452132
1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0.181447264
0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.731965505
1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0.071040853
1,1,0,0,1,2,1,1,0,0,0,1,0,1,0,1,1,0.771828101
0,0,0,0,1,3,0,0,1,1,0,0,0,1,0,0,0,0.270420584
0,1,1,1,0,3,0,0,1,1,0,1,1,1,1,0,0,0.744936258
0,1,0,1,0,3,1,0,1,1,1,1,0,0,0,0,0,0.861499533
1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0.577621311
1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0.137983463
0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0.295088866
0,1,0,1,0,2,0,1,1,1,1,0,1,0,0,0,1,0.04264278
0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0.444903978
1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.461082377
0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0.05300439
0,0,0,1,1,2,1,1,0,0,1,0,1,1,1,1,1,0.631199587
1,1,1,1,0,2,0,0,1,1,1,1,1,1,1,0,0,0.532337147
1,0,0,0,0,3,0,1,1,0,1,1,0,0,0,1,1,0.576316402
1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0.774642158
1,0,1,1,0,3,1,0,1,0,0,0,1,1,0,0,1,0.475320886
1,1,1,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0.387243837
1,1,0,1,0,2,0,1,1,1,0,1,1,0,1,0,1,0.650707627
0,0,0,1,0,2,0,1,0,0,1,1,1,0,0,1,1,0.043745885
0,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,1,0.661909766
0,1,0,1,0,2,1,1,0,1,0,0,1,0,1,1,0,0.675583379
0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0.49881863
1,1,0,1,0,3,0,0,0,1,0,1,0,0,0,0,1,0.495423594
1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0.916806443
0,1,1,1,1,2,0,0,1,1,1,1,0,1,0,0,0,0.300445745
1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0.485802992
1,1,1,0,1,2,1,0,0,1,0,1,0,1,1,1,1,0.918083058
0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0.460674507
0,0,0,1,0,2,1,1,1,0,0,0,0,0,1,1,1,0.476786297
0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0.743867984
0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0.075977034
0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0.782695149
1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0.403314235
0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0.659503496
0,0,1,1,1,2,1,1,0,0,0,1,1,1,0,0,1,0.431275346
0,1,0,0,1,3,0,0,0,0,1,1,1,0,0,1,0,0.126408104
1,1,0,1,0,3,0,1,0,0,0,0,1,1,1,1,1,0.431130241
0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0.399878968
1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0.366767307
0,0,1,1,1,3,0,0,1,0,0,0,1,1,0,1,1,0.822111222
0,1,1,0,1,2,0,0,1,1,1,0,0,1,1,0,1,0.189746183
1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0.182496945
1,0,0,0,1,2,0,1,0,1,0,0,1,0,0,1,0,0.737879638
0,0,1,0,1,2,1,0,1,1,1,0,0,0,1,1,1,0.677265938
0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0.471824667
1,1,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0.600050846
1,0,1,1,1,3,1,0,0,0,1,1,1,0,1,1,0,0.726832943
1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0.384283024
1,0,0,1,1,3,1,1,0,0,1,1,0,0,0,1,1,0.714529938
1,0,0,0,0,3,0,0,0,0,1,0,1,0,0,1,1,0.664545399
0,1,0,1,0,2,1,0,0,0,0,1,1,0,1,1,1,0.252331307
1,1,1,1,1,3,1,0,1,1,0,1,1,0,1,1,0,0.839395652
1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0.412182215
0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,1,1,0.997014521
1,1,1,0,0,2,1,1,0,1,1,1,0,0,1,0,1,0.674054212
1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0.069096664
1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0.087567901
0,1,1,1,0,3,1,1,1,1,1,1,1,1,0,1,1,0.148111899
0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0.657807822
1,0,0,0,0,3,0,1,0,0,1,0,1,0,1,0,0,0.121166775
0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0.771000821
0,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0.700505936
0,1,1,0,1,2,1,1,1,1,0,1,0,1,1,0,0,0.019475838
0,1,0,1,1,3,0,1,1,0,0,0,1,1,1,1,1,0.139003812
1,1,0,0,0,3,0,1,1,1,1,0,1,0,1,0,0,0.746584171
1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0.312443089
1,0,1,1,1,3,1,0,0,1,1,1,0,0,1,0,1,0.324884114
1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.706773054
1,1,0,1,0,3,0,0,1,0,1,0,0,1,0,1,0,0.314646763
1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0.145315183
0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0.339554687
1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0.098514665
0,0,0,0,0,3,1,1,0,1,0,0,1,0,0,0,1,0.811287889
0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0.456898111
0,0,1,0,1,2,0,1,0,1,1,1,1,1,1,1,1,0.678462592
1,1,1,0,1,3,1,1,0,0,1,0,0,0,1,0,0,0.94865066
0,1,1,1,1,3,1,1,0,0,1,1,0,0,1,1,0,0.692707868
0,0,1,1,0,3,1,1,0,1,0,0,0,0,1,0,0,0.994041674
1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0.980750456
0,0,0,0,0,3,1,1,1,1,0,0,0,0,1,0,0,0.548913894
1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0.764363617
0,1,0,1,1,2,1,0,0,0,1,1,0,1,1,1,0,0.134867695
1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0.503981253
0,1,0,1,0,3,0,0,1,1,1,1,0,1,0,1,0,0.376348295
0,1,0,0,0,3,1,0,1,1,1,1,0,0,0,0,0,0.200610059
0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0.777924675
0,1,0,1,0,3,0,1,1,0,0,0,0,0,1,1,0,0.210778375
0,0,0,0,0,2,1,1,1,1,1,1,0,0,1,1,1,0.133969653
1,0,1,0,0,2,0,1,0,1,0,1,0,0,1,0,1,0.140780654
1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0.845952998
1,0,0,1,0,3,0,1,1,0,0,1,1,0,0,0,1,0.62600728
1,1,1,0,0,3,0,0,1,0,1,0,1,1,0,1,1,0.482699975
0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0.847708521
1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0.785919255
0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0.217335182
1,0,0,1,1,3,1,1,1,0,0,1,0,1,1,1,1,0.409776096
0,0,0,0,1,2,0,0,1,1,1,0,0,1,0,0,1,0.139318216
0,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0.276736246
0,1,1,1,0,3,0,1,0,1,1,0,0,0,1,1,1,0.831383985
0,1,1,0,0,3,0,0,1,0,1,0,1,0,0,1,0,0.371107272
1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0.419904438
0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0.413767913
0,1,0,0,1,3,1,1,0,1,1,0,1,1,1,1,0,0.570635636
0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0.199739004
1,1,0,0,0,3,0,0,0,0,1,1,0,1,1,0,1,0.941129212
0,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0.902594056
1,1,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0.827350598
0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0.304405683
0,1,0,0,1,3,0,0,1,1,1,1,1,0,1,1,1,0.127499274
0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.468243851
1,1,1,1,0,2,0,0,0,1,1,0,0,1,1,0,0,0.28320608
0,0,0,1,0,2,0,1,0,0,1,0,0,1,1,0,0,0.351829174
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0.891405863
1,0,0,1,1,3,0,0,0,0,1,0,1,1,0,0,1,0.075007945
1,1,0,0,0,3,1,0,0,0,0,1,0,1,0,1,1,0.151711697
1,1,1,0,1,2,0,1,1,1,1,1,1,1,0,1,1,0.865031577
0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0.563923661
0,0,1,1,0,3,1,1,0,1,1,0,0,0,0,0,0,0.224178195
1,1,0,1,1,3,0,0,1,0,1,1,0,1,0,0,0,0.165585032
1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0.139674407
1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0.993216904
1,0,1,0,1,3,1,1,1,1,0,1,1,1,1,1,0,0.437501016
0,1,1,1,0,3,0,0,1,0,1,1,1,0,1,0,0,0.783570144
1,0,0,1,1,2,0,1,0,1,1,0,1,0,0,0,1,0.322039189
0,0,1,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0.528866297
0,1,0,1,1,2,1,0,1,1,0,0,1,1,0,1,0,0.603845954
1,0,1,0,0,3,1,1,1,1,1,0,1,1,0,1,0,0.663741577
1,1,0,0,1,3,1,0,1,1,1,0,1,0,0,0,0,0.48040461
0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0.084499892
0,0,1,0,1,2,1,1,1,0,0,1,1,0,0,0,1,0.01225838
0,1,0,1,1,3,0,1,0,1,1,0,0,1,0,0,1,0.748443702
0,0,0,0,1,3,1,1,0,1,0,0,0,1,1,0,0,0.050768437
0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0.455015808
0,0,0,0,1,2,0,0,1,1,0,1,0,1,1,0,1,0.23969876
1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0.634868935
0,0,0,0,0,3,0,1,1,1,1,0,0,0,1,1,1,0.925923169
0,1,1,1,0,2,1,1,1,0,1,1,0,0,0,1,1,0.802863909
0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0.497558379
1,1,0,0,1,3,1,0,1,0,0,1,1,1,0,0,1,0.82746998
0,0,0,1,0,2,1,1,0,0,1,0,1,0,0,1,1,0.027092615
0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0.027819973
1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0.294513471
0,0,0,0,0,3,1,0,0,1,1,1,0,1,0,0,1,0.074858788
1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0.307496435
0,0,1,0,1,2,0,0,0,1,0,1,1,0,0,1,0,0.690115399
1,1,0,1,0,2,0,0,0,1,0,0,1,1,1,0,1,0.617303839
0,0,1,0,0,3,1,0,1,0,1,0,1,0,0,1,0,0.313954331
1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0.912682399
0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0.621778819
1,1,0,1,1,2,1,1,1,1,1,1,1,0,1,1,0,0.358110281
0,1,0,1,0,3,0,0,1,0,0,1,1,0,1,0,0,0.186144718
0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0.80056942
1,1,1,0,1,2,1,1,0,0,0,0,1,0,0,1,1,0.96986632
1,1,1,0,0,2,0,1,0,1,1,1,0,1,1,1,1,0.942924506
0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0.117420879
0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0.260892662
0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0.254876467
0,1,1,0,1,2,0,0,0,1,1,1,1,1,0,0,0,0.331699875
1,0,0,1,1,2,1,1,1,0,1,1,0,0,0,1,0,0.159639372
0,1,1,0,0,2,1,1,1,1,0,0,1,0,1,0,1,0.81699174
1,1,0,1,1,2,1,0,0,1,0,1,1,0,0,1,0,0.289789004
1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0.212358748
1,0,1,1,1,3,1,0,1,1,0,0,1,0,1,0,1,0.329916849
1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0.455441202
1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0.27862316
1,1,0,1,0,3,0,0,0,1,1,1,1,1,0,0,0,0.295146925
1,1,1,1,1,3,0,0,1,0,0,1,0,0,1,0,0,0.272047214
1,1,0,1,1,3,1,1,1,0,0,1,1,0,0,0,1,0.016598663
1,0,0,1,1,3,0,0,0,1,1,1,1,1,0,1,1,0.809868827
0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0.055015747
1,0,0,1,1,2,1,1,0,0,0,0,1,0,1,1,0,0.801780889
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0.534233204
0,0,1,1,0,2,1,1,0,0,0,1,1,0,0,0,0,0.433040544
0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0.198572536
0,1,0,0,1,3,0,1,1,0,0,0,0,1,1,0,1,0.339436235
1,0,0,0,1,2,1,0,0,0,1,1,1,0,0,1,1,0.149946711
0,0,0,0,0,3,0,1,1,1,0,1,1,0,0,0,1,0.223545704
1,1,0,1,1,2,0,1,0,1,1,0,1,1,1,1,1,0.618399912
0,0,1,0,0,2,1,1,1,1,0,1,0,1,1,1,0,0.183458908
1,1,0,1,1,3,0,1,0,0,1,1,0,0,0,0,1,0.571025273
1,0,1,1,0,3,1,1,0,0,1,0,0,1,1,0,1,0.078502603
0,0,0,1,1,2,1,0,1,0,1,0,1,1,0,0,0,0.357670902
0,0,0,1,1,3,1,0,1,1,0,0,1,0,0,1,1,0.462678432
1,1,1,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0.053200854
1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0.474006844
0,0,1,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0.252103473
0,0,1,1,0,2,1,0,1,0,1,1,1,1,0,0,1,0.846075853
0,0,0,0,1,2,1,0,1,0,1,0,1,1,0,1,0,0.231973453
0,1,0,1,1,3,0,0,0,1,0,1,0,0,0,1,1,0.969412049
0,1,0,1,1,2,0,0,0,1,1,0,1,0,0,1,1,0.459845584
0,0,1,1,1,3,0,0,1,1,0,1,0,1,1,1,1,0.845686145
1,1,0,1,0,2,0,1,0,1,0,1,1,1,0,1,1,0.170719476
0,0,1,0,0,2,1,0,1,0,1,1,0,1,1,1,1,0.035496348
1,1,1,0,0,3,1,1,1,1,1,1,1,0,1,1,1,0.074388139
1,0,1,0,1,2,0,1,0,0,0,0,1,1,1,0,0,0.066878581
1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0.544262771
0,0,0,1,1,2,0,1,0,0,0,1,0,1,0,1,1,0.986616372
0,0,1,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0.10261528
1,0,0,1,1,3,0,0,0,1,1,1,0,0,1,1,0,0.907615951
1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0.670713112
0,1,1,0,0,3,1,0,0,1,0,1,1,1,0,0,0,0.516360247
1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0.896891108
0,0,1,1,1,2,1,0,0,0,1,0,0,1,1,0,1,0.796724726
0,0,1,0,0,2,1,0,1,0,0,1,1,1,1,0,0,0.441663666
1,0,1,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0.168451194
1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0.469860549
0,1,0,0,0,2,1,1,1,1,0,1,0,0,0,1,1,0.329048085
0,0,1,0,0,3,0,0,1,1,0,1,1,1,1,1,0,0.977966374
1,0,0,1,0,2,0,0,1,0,1,1,1,1,1,1,1,0.379526914
1,1,1,1,0,3,1,1,0,1,0,0,0,0,0,1,0,0.793869241
1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0.035485235
0,1,0,0,0,3,1,1,1,1,1,1,1,1,1,0,0,0.829280938
0,0,1,1,1,3,0,0,1,1,1,0,1,0,1,0,1,0.581174699
0,0,1,1,1,2,1,0,0,0,0,1,1,0,0,0,1,0.325865119
1,0,0,0,0,2,1,1,1,0,0,1,1,0,1,1,1,0.373701652
0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0.759873655
0,1,1,1,1,2,0,1,0,0,0,1,0,0,1,0,1,0.285519483
1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0.313294215
1,1,0,1,0,2,0,0,1,1,1,1,1,1,0,1,1,0.652613101
1,1,1,1,0,3,1,0,1,1,0,0,1,1,0,1,1,0.107674536
1,1,1,1,1,2,1,1,0,1,0,1,0,0,1,0,0,0.411320957
0,0,1,0,0,2,1,0,1,0,0,1,1,1,1,0,0,0.816280501
0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0.245739364
1,1,0,0,0,2,0,1,1,1,0,1,0,1,1,1,0,0.52478798
0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0.404662988
0,0,1,1,1,2,1,0,1,1,0,1,0,0,1,0,1,0.838630756
1,1,1,1,0,2,0,0,1,0,0,0,1,0,1,0,1,0.120775089
0,0,1,0,1,3,0,1,0,0,0,1,0,1,1,1,1,0.990954465
0,1,1,1,1,2,0,0,1,1,1,0,1,0,1,0,1,0.90461794
1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0.501816663
1,1,0,1,0,3,0,1,1,1,1,0,1,0,0,1,1,0.603918713
0,1,0,0,0,3,0,1,1,1,0,0,1,0,0,1,1,0.224962286
1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0.131931383
0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0.051857273
0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0.591470993
1,0,0,1,1,2,1,0,1,0,1,0,0,0,1,0,0,0.435244981
0,1,0,0,1,2,1,1,1,1,0,0,1,0,1,0,0,0.761933454
0,1,0,1,0,3,0,0,0,1,0,0,1,0,1,0,1,0.022085022
1,0,0,1,1,2,0,1,1,1,1,0,1,1,0,1,1,0.594601506
1,0,0,0,1,3,1,0,1,1,0,0,0,1,1,0,1,0.405631915
1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0.917235452
1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0.710272872
1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0.963252109
1,0,0,1,1,2,1,0,0,0,0,1,0,0,1,1,0,0.404330864
0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0.942224914
0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0.414653546
0,1,0,1,0,3,1,0,0,1,0,1,1,0,0,1,0,0.517155409
0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0.740708362
1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0.490775684
0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0.023791987
1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0.779932982
1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0.153142254
1,0,0,1,1,3,1,0,1,1,1,1,1,0,0,1,1,0.585461889
0,1,1,1,0,3,0,1,0,0,0,0,1,1,0,0,1,0.058004425
1,1,1,0,0,2,0,0,0,1,0,1,0,0,1,1,1,0.067709977
1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0.648559961
1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,1,0,0.645617309
1,1,1,1,1,2,1,1,0,1,1,1,0,1,0,0,1,0.119669454
1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0.451767212
0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0.752532716
0,0,1,0,0,3,0,1,1,0,1,0,1,0,0,1,1,0.933787127
0,0,0,1,0,2,0,1,1,1,1,1,1,0,0,0,0,0.973950165
1,1,1,1,1,2,0,0,0,1,1,1,1,0,0,0,1,0.386579586
1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.613042549
1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0.327099719
1,0,1,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0.842682234
0,0,0,1,0,3,0,0,0,0,0,1,1,1,0,0,0,0.565375366
1,1,1,0,1,2,0,0,0,1,1,1,1,0,1,0,0,0.046773247
1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0.80447546
0,1,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,0.079296238
0,1,1,0,0,2,0,1,0,1,0,1,1,1,0,0,0,0.456602363
0,1,1,0,0,2,0,1,0,1,1,0,1,0,0,1,0,0.292161645
1,0,1,1,0,2,1,1,1,0,0,0,0,0,1,1,1,0.391516655
0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0.41693496
1,0,1,0,1,2,1,1,1,0,0,1,0,1,0,0,1,0.956888155
0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0.893558322
1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0.638382763
0,0,0,0,1,3,0,1,0,1,0,1,1,1,1,1,0,0.918918381
0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0.175801291
0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0.751450262
0,1,1,1,1,3,0,1,1,1,1,0,0,0,1,0,0,0.432549299
0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0.636104849
0,1,0,0,0,3,0,1,0,1,0,1,1,1,1,0,1,0.515521253
0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.044510408
0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0.700630055
1,1,1,1,0,3,1,0,1,1,1,0,0,1,1,1,1,0.445521363
1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0.917329519
0,0,1,0,1,2,0,1,0,0,1,1,1,1,0,0,0,0.650621926
1,1,1,0,1,2,1,1,1,0,0,0,0,0,1,0,0,0.616610689
0,0,0,0,1,3,1,0,1,0,0,0,0,1,0,0,1,0.146937438
1,1,0,1,0,2,1,0,1,0,0,1,0,0,1,1,0,0.551704503
1,1,0,1,1,2,1,0,1,1,0,1,1,0,1,1,0,0.7985313
0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0.337457446
1,1,0,0,0,2,0,1,1,0,1,0,1,1,1,1,1,0.87997479
1,1,0,1,0,2,0,1,0,0,1,1,0,0,0,0,1,0.048425903
1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0.602175512
1,0,1,0,0,2,0,1,1,1,0,1,1,0,0,0,1,0.970183734
1,1,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0.434741579
1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0.982016194
